Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Student_Performance
S2112,Liam,Williams,student1112@university.com,Male,24,Engineering,95.39,96.96,90.47,90.94,90.16,95.11,87.33,91.64,A,29,No,Yes,Bachelor's,Medium,4,6.1,Excellent
S2113,Omar,Davis,student1113@university.com,Female,23,CS,89.26,80.67,79.35,80.19,77.03,83.99,84.5,81.0,B,16,No,Yes,Master's,Low,10,4.4,Good
S2114,Omar,Davis,student1114@university.com,Male,20,CS,88.38,79.95,79.13,82.88,71.96,83.01,67.03,77.11,B,20,No,Yes,,Medium,8,7.0,Good
S2115,Omar,Williams,student1115@university.com,Female,21,CS,84.8,82.49,78.96,77.63,79.85,90.54,88.48,82.62,B,18,No,Yes,Bachelor's,Low,8,4.0,Good
S2116,Omar,Davis,student1116@university.com,Male,19,Mathematics,96.85,95.55,91.42,84.5,88.38,100.0,96.88,92.85,A,20,Yes,Yes,PhD,High,1,5.0,Excellent
S2117,Ahmed,Davis,student1117@university.com,Female,22,Mathematics,50.0,39.5,31.76,39.1,43.31,31.91,34.74,36.17,F,8,No,Yes,Master's,High,9,7.9,Poor
S2118,Ahmed,Brown,student1118@university.com,Female,18,Mathematics,77.96,75.6,69.26,80.94,77.99,75.6,72.45,74.43,C,15,No,Yes,PhD,Low,8,4.2,Average
S2119,Emma,Williams,student1119@university.com,Female,20,Mathematics,94.4,91.83,97.61,88.02,98.73,100.0,96.04,95.05,A,29,No,Yes,,High,2,7.2,Excellent
S2120,Sara,Jones,student1120@university.com,Male,18,CS,50.0,37.82,38.68,44.69,41.7,47.02,51.37,43.08,F,3,Yes,Yes,,High,9,8.7,Poor
S2121,John,Smith,student1121@university.com,Female,22,CS,62.48,46.4,38.47,52.15,36.07,24.13,42.93,41.33,F,10,Yes,Yes,,High,4,4.9,Poor
S2122,John,Smith,student1122@university.com,Male,20,Mathematics,50.0,28.02,35.03,40.73,36.11,53.56,44.65,38.37,F,6,Yes,Yes,Bachelor's,Low,10,6.1,Poor
S2123,Omar,Davis,student1123@university.com,Female,22,Mathematics,71.08,58.76,55.65,55.2,52.86,78.87,68.07,60.73,C,9,No,Yes,Master's,Medium,6,6.9,Average
S2124,Emma,Smith,student1124@university.com,Female,21,CS,70.23,64.34,59.4,67.24,62.34,65.92,71.95,65.02,C,6,No,Yes,,High,2,6.3,Average
S2125,Liam,Williams,student1125@university.com,Female,24,Mathematics,83.03,74.33,72.66,68.13,90.16,87.18,75.02,75.99,B,15,No,Yes,PhD,Medium,10,7.1,Good
S2126,Maria,Williams,student1126@university.com,Female,21,Mathematics,94.48,97.71,89.48,84.9,90.57,94.46,96.13,92.38,A,19,No,Yes,Master's,Medium,4,6.0,Excellent
S2127,Sara,Johnson,student1127@university.com,Female,24,Mathematics,79.4,76.49,72.86,74.17,78.48,90.61,69.56,75.46,B,15,Yes,Yes,PhD,High,2,4.7,Good
S2128,Emma,Johnson,student1128@university.com,Male,21,Mathematics,86.61,75.71,81.74,84.44,76.96,84.49,76.25,79.64,B,21,No,Yes,PhD,High,9,4.4,Good
S2129,Sara,Smith,student1129@university.com,Male,22,Engineering,87.67,73.61,77.91,84.69,78.31,88.27,78.79,79.32,B,17,Yes,Yes,,Medium,9,7.7,Good
S2130,Sara,Jones,student1130@university.com,Male,22,Mathematics,51.4,61.23,58.55,67.07,64.29,55.0,76.47,64.17,C,7,No,Yes,Master's,High,5,5.2,Average
S2131,Sara,Johnson,student1131@university.com,Female,22,CS,70.11,77.43,78.03,82.47,87.46,70.85,76.95,78.59,B,18,No,Yes,High School,Low,3,8.2,Good
S2132,Emma,Johnson,student1132@university.com,Female,18,CS,92.82,91.36,89.44,99.95,90.6,100.0,94.92,93.67,A,20,No,Yes,Bachelor's,Low,3,7.7,Excellent
S2133,Omar,Williams,student1133@university.com,Male,22,CS,92.6,91.38,87.89,84.54,96.48,94.19,97.98,91.59,A,25,No,Yes,High School,High,1,4.2,Excellent
S2134,John,Jones,student1134@university.com,Female,21,CS,87.57,87.19,71.37,64.64,56.54,68.14,57.59,68.96,B,14,No,Yes,Bachelor's,Medium,8,5.0,Good
S2135,John,Davis,student1135@university.com,Female,19,Mathematics,95.88,93.64,91.68,92.33,98.33,93.66,98.61,94.42,A,21,No,Yes,Master's,High,3,5.5,Excellent
S2136,Omar,Smith,student1136@university.com,Female,22,Engineering,64.95,58.48,44.45,54.91,38.79,47.27,40.96,47.84,D,0,Yes,Yes,,Low,4,7.0,Poor
S2137,Sara,Johnson,student1137@university.com,Male,19,Business,97.94,71.88,76.82,85.88,76.5,83.25,71.92,76.82,B,22,Yes,No,Master's,Medium,2,8.0,Good
S2138,Maria,Jones,student1138@university.com,Male,24,Business,100.0,76.8,76.96,77.57,84.18,93.89,85.72,81.19,B,14,Yes,No,High School,High,8,4.3,Good
S2139,Ali,Jones,student1139@university.com,Male,21,Business,90.66,73.08,79.62,72.87,80.65,83.05,79.09,77.64,B,22,Yes,Yes,PhD,Low,3,5.2,Good
S2140,Emma,Smith,student1140@university.com,Male,22,Business,80.19,49.79,55.54,60.22,66.56,61.26,58.61,57.38,C,4,Yes,Yes,Bachelor's,Medium,2,5.9,Average
S2141,Ali,Jones,student1141@university.com,Male,18,CS,94.86,76.19,78.9,81.97,74.56,86.7,76.59,78.7,B,17,No,Yes,Bachelor's,Low,1,4.9,Good
S2142,Liam,Jones,student1142@university.com,Female,18,Mathematics,70.72,67.37,63.08,70.97,54.98,48.57,67.89,63.82,C,12,No,Yes,High School,High,10,6.7,Average
S2143,Omar,Jones,student1143@university.com,Female,24,Mathematics,80.98,76.64,77.28,77.42,90.05,73.17,84.4,79.46,B,16,Yes,Yes,,High,2,6.4,Good
S2144,Maria,Johnson,student1144@university.com,Female,19,Business,85.72,76.1,75.8,75.18,81.43,90.34,82.82,79.19,B,14,No,No,Master's,Low,2,5.6,Good
S2145,Emma,Smith,student1145@university.com,Female,23,Business,50.0,45.17,38.99,66.56,36.19,36.24,39.39,43.89,F,0,No,Yes,High School,Low,4,6.6,Poor
S2146,Omar,Jones,student1146@university.com,Male,18,Engineering,66.61,65.24,62.5,58.24,47.12,71.03,56.34,60.49,C,15,No,No,Master's,Low,1,5.8,Average
S2147,Sara,Jones,student1147@university.com,Male,18,Engineering,74.08,50.73,54.56,52.74,62.15,74.2,52.41,55.81,D,12,No,Yes,,Low,1,5.7,Average
S2148,John,Johnson,student1148@university.com,Female,18,Engineering,56.24,61.73,49.62,52.99,48.77,36.88,57.52,52.77,D,5,Yes,No,PhD,Low,6,5.3,Poor
S2149,Ali,Smith,student1149@university.com,Male,21,CS,50.0,35.49,35.95,35.27,39.62,45.7,41.76,38.26,F,8,No,Yes,Master's,Medium,5,6.7,Poor
S2150,Ahmed,Williams,student1150@university.com,Female,18,Mathematics,74.34,63.52,53.75,61.96,66.86,77.2,42.58,58.36,D,4,Yes,Yes,,High,1,6.2,Average
S2151,Ahmed,Johnson,student1151@university.com,Female,20,CS,65.5,65.99,57.97,66.02,65.09,61.01,50.01,60.21,C,11,Yes,Yes,High School,Medium,6,5.0,Average
S2152,Maria,Smith,student1152@university.com,Female,22,CS,64.9,70.12,58.34,55.63,68.22,59.82,67.9,63.34,C,10,No,Yes,PhD,Low,8,4.1,Average
S2153,Sara,Jones,student1153@university.com,Female,24,Mathematics,61.37,69.14,67.43,55.18,54.56,66.48,84.21,67.91,C,18,No,Yes,PhD,Medium,5,4.8,Average
S2154,Liam,Smith,student1154@university.com,Male,18,Engineering,55.93,78.04,57.24,64.22,57.61,59.46,64.45,64.15,C,9,No,Yes,PhD,High,3,4.2,Average
S2155,Ali,Smith,student1155@university.com,Female,23,Mathematics,72.64,73.98,61.17,60.11,58.07,51.39,67.99,63.65,C,10,Yes,Yes,Bachelor's,Low,3,6.2,Average
S2156,Sara,Davis,student1156@university.com,Male,23,Business,96.07,88.92,92.52,90.54,92.51,94.86,93.57,91.95,A,28,No,Yes,,Low,2,5.1,Excellent
S2157,Ali,Smith,student1157@university.com,Female,18,Engineering,62.28,46.77,39.08,46.93,55.18,44.2,58.05,47.71,F,0,Yes,Yes,Master's,High,9,6.1,Poor
S2158,Maria,Williams,student1158@university.com,Female,18,Mathematics,57.72,53.05,40.85,46.35,39.48,42.81,41.55,44.31,D,3,No,No,High School,Medium,9,5.6,Poor
S2159,Maria,Smith,student1159@university.com,Female,20,CS,95.94,96.37,92.89,91.43,88.09,90.38,93.34,92.73,A,26,Yes,Yes,PhD,High,7,6.7,Excellent
S2160,Liam,Williams,student1160@university.com,Female,18,Mathematics,85.89,53.78,59.14,52.19,65.0,76.88,56.79,58.92,C,11,Yes,Yes,PhD,High,1,7.6,Average
S2161,Ahmed,Jones,student1161@university.com,Male,18,Engineering,91.1,89.96,89.61,90.01,83.08,99.94,88.12,89.82,A,27,Yes,Yes,PhD,Medium,1,6.4,Excellent
S2162,Sara,Williams,student1162@university.com,Female,22,Business,82.89,66.7,79.89,70.86,77.89,83.76,82.91,76.69,B,28,Yes,Yes,,Medium,4,4.3,Good
S2163,Emma,Jones,student1163@university.com,Male,23,CS,82.04,60.18,56.9,63.15,53.62,65.99,69.92,61.68,C,4,Yes,No,High School,Low,2,4.1,Average
S2164,Ahmed,Jones,student1164@university.com,Female,20,Business,90.96,88.77,92.96,94.23,92.94,95.03,94.71,92.87,A,29,Yes,Yes,,Low,3,5.1,Excellent
S2165,Sara,Williams,student1165@university.com,Female,23,Business,57.15,69.94,57.33,54.24,51.4,56.62,70.42,61.34,C,8,Yes,Yes,High School,Low,2,6.1,Average
S2166,Ahmed,Johnson,student1166@university.com,Female,20,CS,83.12,71.82,64.57,64.47,62.07,56.47,69.76,65.98,C,8,No,Yes,Master's,High,1,4.2,Average
S2167,Emma,Brown,student1167@university.com,Male,23,Mathematics,85.02,79.43,72.06,80.62,78.14,77.5,78.2,77.2,B,12,Yes,No,Bachelor's,Medium,3,5.6,Good
S2168,John,Smith,student1168@university.com,Female,18,Mathematics,88.77,87.69,91.29,93.94,83.61,100.0,98.35,92.48,A,29,No,Yes,High School,Medium,7,8.4,Excellent
S2169,John,Davis,student1169@university.com,Female,23,Business,79.3,77.14,73.04,82.51,75.02,87.54,82.44,78.81,B,13,No,Yes,,Low,10,4.5,Good
S2170,Liam,Brown,student1170@university.com,Female,23,Mathematics,58.43,50.32,54.15,66.5,64.58,70.21,64.06,59.87,D,7,No,Yes,,High,9,8.7,Average
S2171,John,Smith,student1171@university.com,Female,20,Engineering,50.0,51.52,45.79,40.15,41.43,29.24,48.37,44.52,D,8,Yes,Yes,,High,10,8.3,Poor
S2172,John,Smith,student1172@university.com,Female,24,Business,61.43,68.19,58.78,61.03,58.99,60.59,53.64,60.17,C,10,Yes,Yes,Bachelor's,Medium,9,8.2,Average
S2173,Omar,Jones,student1173@university.com,Male,19,Business,89.92,79.95,71.72,80.89,76.19,87.6,80.38,78.51,B,10,No,No,High School,Medium,8,8.3,Good
S2174,Ali,Smith,student1174@university.com,Male,20,Business,85.87,30.62,50.91,67.27,48.6,63.3,62.58,52.65,D,11,Yes,Yes,High School,Medium,6,4.4,Average
S2175,Omar,Davis,student1175@university.com,Female,20,Engineering,77.23,79.0,79.57,85.02,80.21,79.25,86.43,81.68,B,19,Yes,Yes,High School,Medium,1,4.8,Good
S2176,Omar,Smith,student1176@university.com,Female,20,Business,63.99,49.62,54.9,66.63,61.54,78.41,52.48,58.13,D,13,No,Yes,High School,High,8,4.7,Average
S2177,Liam,Williams,student1177@university.com,Male,21,Mathematics,94.74,91.68,89.98,92.9,85.22,92.05,98.23,92.14,A,26,No,Yes,PhD,Low,8,4.6,Excellent
S2178,Omar,Brown,student1178@university.com,Female,24,Mathematics,59.84,61.08,65.61,55.54,67.47,69.03,83.45,67.29,C,13,No,Yes,PhD,Medium,9,5.6,Average
S2179,John,Williams,student1179@university.com,Male,21,Mathematics,54.37,68.5,67.83,80.94,83.86,69.57,78.77,73.9,C,15,No,Yes,,Medium,10,8.2,Average
S2180,Emma,Davis,student1180@university.com,Female,21,Mathematics,55.02,43.85,42.78,56.21,38.67,42.05,46.14,45.2,D,1,No,Yes,PhD,Medium,6,5.3,Poor
S2181,Liam,Smith,student1181@university.com,Female,20,Business,83.77,84.65,77.78,81.77,80.37,77.16,77.24,79.84,B,11,No,Yes,High School,High,3,5.2,Good
S2182,Liam,Davis,student1182@university.com,Male,19,Engineering,61.85,48.5,50.43,60.19,64.18,59.77,56.85,55.1,D,8,No,Yes,High School,Low,6,7.4,Average
S2183,Maria,Jones,student1183@university.com,Female,20,CS,60.57,23.94,38.9,66.66,50.55,50.25,56.69,45.93,F,1,Yes,Yes,PhD,High,8,4.5,Poor
S2184,Liam,Williams,student1184@university.com,Male,18,Mathematics,93.81,84.47,88.19,98.67,87.26,88.74,89.85,89.31,A,25,Yes,Yes,Master's,Low,7,5.8,Excellent
S2185,Maria,Williams,student1185@university.com,Male,19,CS,63.24,42.51,35.8,36.72,46.86,33.61,43.44,39.7,F,3,Yes,No,,High,8,5.5,Poor
S2186,Liam,Johnson,student1186@university.com,Male,21,CS,90.54,57.45,62.1,69.73,53.14,61.92,69.45,62.87,C,12,No,Yes,Bachelor's,Medium,3,8.2,Average
S2187,Ali,Smith,student1187@university.com,Female,23,Business,96.61,92.36,90.73,94.65,84.63,95.58,91.85,91.74,A,25,Yes,Yes,,Medium,8,6.6,Excellent
S2188,John,Jones,student1188@university.com,Male,23,Mathematics,94.74,80.28,78.67,78.13,78.35,74.63,78.08,78.36,B,19,No,Yes,,Low,5,7.2,Good
S2189,Liam,Williams,student1189@university.com,Male,24,Mathematics,70.46,61.83,64.85,80.17,49.11,56.12,78.7,66.87,C,9,No,No,,High,7,4.6,Average
S2190,John,Williams,student1190@university.com,Female,22,Mathematics,93.32,84.0,90.93,94.24,92.72,89.53,91.3,90.15,A,25,No,Yes,PhD,Low,4,8.6,Excellent
S2191,John,Jones,student1191@university.com,Female,24,CS,84.05,71.28,75.71,87.51,83.49,79.82,78.7,78.38,B,14,Yes,Yes,,High,3,5.6,Good
S2192,Ahmed,Davis,student1192@university.com,Female,19,Mathematics,87.59,75.34,71.31,78.38,87.68,87.68,85.61,79.31,B,13,No,Yes,High School,Medium,6,7.5,Good
S2193,Liam,Davis,student1193@university.com,Female,21,Mathematics,80.62,61.67,67.54,72.76,49.93,70.09,83.58,68.85,C,15,No,Yes,,Low,9,8.8,Average
S2194,Sara,Smith,student1194@university.com,Female,19,Engineering,96.45,91.09,98.08,96.84,86.41,98.98,95.27,94.86,A,28,No,Yes,High School,Low,4,6.5,Excellent
S2195,Ahmed,Johnson,student1195@university.com,Female,19,Business,50.0,34.61,30.75,43.13,40.95,29.7,47.27,37.6,F,8,Yes,Yes,PhD,Medium,9,6.5,Poor
S2196,Sara,Williams,student1196@university.com,Male,23,Mathematics,61.57,40.47,39.68,39.79,31.66,37.65,51.88,41.29,F,2,Yes,Yes,PhD,Medium,3,4.6,Poor
S2197,John,Johnson,student1197@university.com,Female,20,Mathematics,58.74,31.54,38.87,51.57,32.78,40.6,46.24,40.35,F,7,No,Yes,,Medium,6,6.0,Poor
S2198,John,Davis,student1198@university.com,Male,18,Business,88.31,51.9,57.3,49.71,55.46,79.41,81.18,61.88,C,9,No,No,High School,Medium,5,8.3,Average
S2199,Ahmed,Davis,student1199@university.com,Female,22,Business,89.53,44.17,79.41,80.28,86.93,94.01,98.5,78.52,B,25,No,No,High School,Medium,9,4.7,Good
S2200,Ahmed,Brown,student1200@university.com,Male,21,CS,59.65,54.88,62.04,57.31,62.03,70.58,68.14,61.97,C,12,Yes,Yes,High School,Medium,6,8.6,Average
S2201,Sara,Smith,student1201@university.com,Male,19,CS,100.0,92.13,93.04,86.65,86.08,98.44,90.83,91.3,A,26,No,Yes,High School,High,2,7.3,Excellent
S2202,Maria,Brown,student1202@university.com,Female,22,CS,98.51,87.57,89.39,91.95,90.32,91.36,87.44,89.31,A,27,No,Yes,Bachelor's,High,4,6.1,Excellent
S2203,Sara,Brown,student1203@university.com,Female,19,Business,77.91,81.62,72.07,89.09,74.75,92.05,74.59,79.3,B,10,Yes,Yes,PhD,Low,5,6.7,Good
S2204,Ahmed,Brown,student1204@university.com,Male,23,Engineering,82.25,75.33,74.35,76.98,81.16,83.46,72.84,76.23,B,16,Yes,Yes,High School,High,9,4.8,Good
S2205,Emma,Smith,student1205@university.com,Female,18,Mathematics,76.62,47.79,55.38,57.15,53.83,76.47,66.53,58.31,C,4,Yes,Yes,Bachelor's,Low,1,5.1,Average
S2206,Ahmed,Smith,student1206@university.com,Female,23,Business,76.44,71.55,60.06,75.41,44.01,59.36,68.97,64.77,C,7,Yes,Yes,Bachelor's,High,9,5.4,Average
S2207,Emma,Jones,student1207@university.com,Male,22,Engineering,92.01,76.17,74.07,76.42,78.66,89.18,75.37,77.07,B,14,Yes,Yes,PhD,High,10,5.9,Good
S2208,Ali,Johnson,student1208@university.com,Male,21,Business,81.74,72.91,84.57,84.91,83.53,87.11,72.11,79.95,B,21,Yes,Yes,Master's,Medium,1,8.6,Good
S2209,Ahmed,Johnson,student1209@university.com,Male,19,Engineering,73.54,40.42,45.48,34.26,44.58,32.85,62.95,44.93,D,6,No,No,,High,1,5.8,Poor
S2210,Ali,Jones,student1210@university.com,Female,18,Business,83.21,86.17,79.86,80.39,82.59,90.87,81.47,82.9,B,11,Yes,Yes,PhD,High,4,6.6,Good
S2211,Maria,Jones,student1211@university.com,Female,23,Business,71.16,77.5,71.96,84.94,83.67,85.03,76.75,78.45,B,16,Yes,Yes,Master's,High,6,4.8,Good
S2212,Sara,Davis,student1212@university.com,Female,22,Engineering,93.92,88.48,88.51,90.44,93.09,100.0,92.62,91.22,A,24,No,Yes,,Medium,2,7.7,Excellent
S2213,Emma,Brown,student1213@university.com,Female,23,Engineering,90.25,20.86,51.64,58.37,60.96,68.61,66.68,52.13,D,11,No,Yes,,Medium,1,6.8,Average
S2214,Sara,Jones,student1214@university.com,Male,19,Engineering,74.34,47.82,51.41,70.09,54.63,56.23,56.16,55.25,D,9,No,Yes,,High,4,6.2,Average
S2215,Ali,Williams,student1215@university.com,Female,19,Engineering,99.43,81.59,95.33,94.39,82.8,95.7,93.19,90.8,A,30,Yes,Yes,Bachelor's,Low,8,8.7,Excellent
S2216,Emma,Johnson,student1216@university.com,Male,21,Engineering,93.24,83.18,91.44,91.74,88.62,97.17,93.08,90.45,A,23,Yes,Yes,High School,High,6,8.5,Excellent
S2217,Sara,Jones,student1217@university.com,Female,18,Engineering,63.43,53.07,54.69,72.9,63.67,72.34,62.52,61.33,D,5,Yes,Yes,,Medium,5,7.3,Average
S2218,Ahmed,Williams,student1218@university.com,Female,20,Engineering,85.67,64.87,66.76,56.68,74.79,54.54,67.19,64.54,C,12,Yes,Yes,High School,Medium,1,8.6,Average
S2219,John,Williams,student1219@university.com,Male,23,Engineering,81.93,79.05,74.56,74.19,69.71,86.62,89.04,79.02,B,13,Yes,No,,Low,3,6.8,Good
S2220,Ali,Williams,student1220@university.com,Female,19,Business,58.66,15.42,40.22,35.19,38.86,55.99,51.73,38.25,D,3,No,Yes,Bachelor's,Medium,7,8.1,Poor
S2221,Sara,Davis,student1221@university.com,Female,22,Engineering,91.47,51.48,79.58,99.03,91.0,84.49,88.63,80.32,B,23,No,Yes,,Medium,10,6.0,Good
S2222,Ali,Davis,student1222@university.com,Male,23,Engineering,98.05,81.38,79.11,79.36,77.54,89.88,75.82,79.86,B,15,Yes,Yes,PhD,High,3,4.4,Good
S2223,Omar,Williams,student1223@university.com,Female,21,Business,50.0,40.89,41.52,42.19,41.23,44.45,49.34,43.32,D,1,Yes,Yes,Master's,Low,5,9.0,Poor
S2224,Ali,Davis,student1224@university.com,Male,21,Business,84.11,93.02,83.13,77.1,82.2,72.35,78.32,82.07,B,19,No,Yes,,Medium,6,4.8,Good
S2225,Emma,Brown,student1225@university.com,Male,19,CS,61.45,40.22,51.77,66.33,50.8,67.59,56.71,54.12,D,8,Yes,Yes,Master's,Medium,9,5.3,Average
S2226,Omar,Williams,student1226@university.com,Male,19,CS,75.93,71.69,72.33,77.15,70.84,71.0,86.11,75.4,B,17,No,No,Master's,High,3,4.8,Good
S2227,Liam,Brown,student1227@university.com,Male,19,Engineering,70.57,71.03,74.69,76.31,73.05,83.36,86.71,77.31,B,17,No,Yes,Bachelor's,High,6,5.7,Good
S2228,Emma,Brown,student1228@university.com,Female,24,Engineering,84.07,94.28,51.84,41.07,40.34,31.45,40.43,53.24,D,5,No,Yes,Master's,High,2,5.4,Average
S2229,John,Williams,student1229@university.com,Female,20,CS,74.55,84.33,77.45,73.42,74.26,85.02,87.27,80.62,B,17,No,Yes,Bachelor's,High,9,7.0,Good
S2230,Omar,Johnson,student1230@university.com,Female,19,CS,56.4,42.83,35.72,43.98,15.23,45.01,60.19,42.16,F,1,No,Yes,,Low,9,9.0,Poor
S2231,Liam,Williams,student1231@university.com,Male,23,Mathematics,91.69,87.43,86.92,100.0,94.55,98.2,93.78,92.25,A,24,No,Yes,High School,High,7,4.3,Excellent
S2232,Ahmed,Williams,student1232@university.com,Female,23,Mathematics,96.12,89.61,92.34,94.75,97.54,100.0,84.9,91.95,A,27,No,Yes,Bachelor's,Low,9,7.9,Excellent
S2233,Ali,Davis,student1233@university.com,Female,24,Engineering,96.17,93.09,96.22,88.85,100.0,88.61,86.58,92.18,A,30,No,Yes,Master's,Medium,4,4.6,Excellent
S2234,Sara,Williams,student1234@university.com,Female,24,Mathematics,75.66,55.31,61.33,62.87,68.62,64.86,62.32,61.64,C,11,Yes,Yes,Master's,Medium,10,4.1,Average
S2235,Maria,Johnson,student1235@university.com,Female,18,CS,88.42,84.18,80.4,87.75,79.84,83.75,81.28,82.71,B,18,No,Yes,,High,1,7.2,Good
S2236,Ali,Davis,student1236@university.com,Male,22,Engineering,50.0,39.99,44.68,56.97,55.16,24.92,45.1,44.74,D,4,No,Yes,Bachelor's,High,1,8.4,Poor
S2237,Liam,Smith,student1237@university.com,Male,19,Business,91.28,80.42,69.83,84.02,77.33,70.52,74.21,75.77,C,7,No,Yes,,High,2,4.9,Average
S2238,Ali,Smith,student1238@university.com,Female,23,Business,60.16,51.87,38.5,50.21,53.16,38.01,24.39,41.53,F,8,No,Yes,Bachelor's,Medium,10,5.7,Poor
S2239,John,Brown,student1239@university.com,Male,24,CS,99.78,94.62,83.44,88.69,90.43,92.34,87.9,88.94,B,21,No,No,High School,Medium,3,4.8,Good
S2240,Ahmed,Brown,student1240@university.com,Female,23,Mathematics,57.45,62.81,38.74,33.96,25.1,41.46,56.62,45.32,F,0,Yes,Yes,PhD,Medium,2,8.5,Poor
S2241,Maria,Johnson,student1241@university.com,Female,23,Business,86.22,68.72,65.09,78.49,54.83,61.17,69.13,67.22,C,7,No,No,,Low,4,5.4,Average
S2242,Omar,Jones,student1242@university.com,Female,24,Mathematics,79.94,51.34,57.97,70.05,66.39,65.05,60.53,60.52,C,12,Yes,Yes,Master's,Medium,8,6.2,Average
S2243,Omar,Smith,student1243@university.com,Male,20,Business,65.64,55.85,57.39,65.39,49.19,70.49,62.9,59.87,C,9,No,Yes,,High,3,8.5,Average
S2244,Omar,Brown,student1244@university.com,Female,24,Mathematics,74.01,62.32,65.44,72.16,64.73,63.75,71.11,66.72,C,8,No,Yes,Bachelor's,Low,4,6.8,Average
S2245,Liam,Smith,student1245@university.com,Male,24,Business,89.69,61.0,59.43,63.81,64.04,62.06,61.88,61.62,C,13,Yes,Yes,,Low,2,8.7,Average
S2246,Emma,Johnson,student1246@university.com,Male,22,Business,77.14,89.73,91.23,94.85,90.59,96.96,92.69,92.27,A,26,Yes,Yes,High School,Low,1,8.6,Excellent
S2247,Emma,Johnson,student1247@university.com,Female,24,Engineering,94.53,89.69,93.02,97.21,91.17,95.61,93.57,93.17,A,25,No,Yes,Bachelor's,Medium,8,6.3,Excellent
S2248,Sara,Jones,student1248@university.com,Male,21,Engineering,52.91,34.13,30.84,37.49,30.01,26.08,36.2,33.01,F,5,No,Yes,Master's,Medium,7,6.9,Poor
S2249,Maria,Jones,student1249@university.com,Male,24,CS,89.07,59.83,62.09,46.15,72.6,73.69,68.57,62.75,C,6,Yes,Yes,Master's,Medium,10,5.2,Average
S2250,Omar,Davis,student1250@university.com,Female,23,Business,73.86,77.1,60.47,57.28,61.91,54.81,65.12,63.83,C,9,Yes,Yes,Bachelor's,Medium,2,9.0,Average
S2251,Emma,Johnson,student1251@university.com,Male,19,Mathematics,86.44,20.48,63.47,80.59,74.87,78.6,84.87,64.37,C,21,No,Yes,High School,High,8,5.4,Average
S2252,Liam,Brown,student1252@university.com,Male,23,Business,98.0,96.11,99.21,83.66,95.66,100.0,93.26,94.79,A,28,Yes,Yes,,Low,10,7.9,Excellent
S2253,Sara,Smith,student1253@university.com,Female,22,Mathematics,97.58,88.62,93.24,92.91,83.43,95.69,94.49,91.78,A,28,Yes,No,PhD,Low,3,5.6,Excellent
S2254,Ahmed,Williams,student1254@university.com,Female,21,Mathematics,69.33,55.8,59.19,60.74,75.16,63.8,66.6,62.28,C,6,Yes,Yes,Master's,Low,7,5.6,Average
S2255,Sara,Jones,student1255@university.com,Male,24,Business,80.44,87.74,77.14,76.83,71.24,79.3,67.99,77.01,B,14,Yes,Yes,High School,Low,1,4.5,Good
S2256,Emma,Williams,student1256@university.com,Female,20,Mathematics,93.92,93.09,90.66,88.63,94.44,100.0,95.91,93.2,A,25,Yes,Yes,High School,Low,3,6.8,Excellent
S2257,John,Brown,student1257@university.com,Female,18,CS,88.5,68.85,76.28,79.2,72.84,86.17,95.44,79.71,B,10,No,Yes,High School,High,9,5.2,Good
S2258,Liam,Jones,student1258@university.com,Male,24,Engineering,88.79,88.19,86.73,92.61,90.44,91.35,93.23,90.04,A,22,No,Yes,,High,4,4.7,Excellent
S2259,John,Williams,student1259@university.com,Male,19,Mathematics,79.58,81.87,75.74,73.91,81.23,73.78,90.59,80.01,B,17,No,Yes,High School,Low,1,5.1,Good
S2260,Omar,Brown,student1260@university.com,Female,18,Business,90.54,79.98,77.66,76.61,78.86,85.45,85.76,80.49,B,17,No,Yes,High School,Low,6,5.3,Good
S2261,John,Smith,student1261@university.com,Male,20,Engineering,66.65,60.83,59.78,83.79,67.6,57.63,65.8,65.36,C,9,No,Yes,Bachelor's,Medium,1,6.5,Average
S2262,Omar,Brown,student1262@university.com,Female,22,CS,93.52,70.62,78.88,77.53,88.87,85.47,65.05,75.92,B,22,No,Yes,Bachelor's,Low,10,5.9,Good
S2263,Omar,Davis,student1263@university.com,Female,22,Mathematics,83.1,75.84,74.14,84.3,72.84,79.18,88.99,79.35,B,10,Yes,Yes,High School,High,1,4.4,Good
S2264,Emma,Jones,student1264@university.com,Male,20,Mathematics,100.0,89.68,90.02,91.61,95.99,95.07,89.89,91.27,A,25,Yes,Yes,High School,Medium,2,6.7,Excellent
S2265,John,Johnson,student1265@university.com,Male,23,Engineering,89.65,86.25,90.91,97.77,90.97,95.01,92.89,91.82,A,23,Yes,Yes,Bachelor's,High,3,7.9,Excellent
S2266,Omar,Smith,student1266@university.com,Female,20,Mathematics,85.07,78.02,79.81,78.83,85.63,83.3,85.13,81.3,B,22,No,Yes,,Medium,2,6.9,Good
S2267,Maria,Williams,student1267@university.com,Female,24,Business,84.72,80.39,75.14,80.08,77.92,76.27,83.04,78.9,B,15,Yes,Yes,Bachelor's,Medium,8,8.9,Good
